NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.01,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.01,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.01,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.01,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.01,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.02,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.01,0.0,0.0,0.02
0.01,0.0,0.0,0.0,0.02
0.0,0.0,0.02,0.0,0.02
0.0,0.01,0.0,0.0,0.02
